"FilePath","Category","DirName","Lines","Sections","Name","Description","ArgumentHint","UserInvocable","HasAllowedTools","LargeTables_10plus","LargeLists_30plus","LargeText_30plus","HasLargeInline","CodeLangs","Images","RefCount","RefFileNames","HasEmptyRef","CacheLayerAnnotations","RefReadInFirst20pct","TitleMatchesName","IsGenreWrapper","HasGenreRoute"
"AI科幻\.github\skills\AI科幻-设计题材定位框架\SKILL.md","GenreWrapper","AI科幻-设计题材定位框架","70","8","AI科幻-设计题材定位框架","'用于【AI科幻】题材下的题材定位、卖点校准与入口判断。作为题材包装层与路由层，负责保留AI科幻入口名、补充技术抓手、异常数据、系统摩擦、技术代价与平台主口径，并明确要求优先强制加载并使用 `通用-设计题材定位框架`。'","'要校准哪部AI科幻作品的题材定位？默认按“主卖点、技术抓手、异常数据、平台主口径与创新组合”处理。'","false","False","0","0","0","False","","0","3","题材边界与入口说明.md;哲学思辨爽点转化.md;AI科幻定位与项目裁判源.md","False","0","False","True","True","False"
"AI科幻\.github\skills\AI科幻-输出B站版\SKILL.md","GenreWrapper","AI科幻-输出B站版","64","8","AI科幻-输出B站版","'用于【AI科幻】题材下的 B站 平台输出任务。作为题材包装层、兼容入口与路由层，负责保留AI科幻入口、补充视听化异常、互动讨论感、现实空间压迫与数据链边界，并明确要求优先强制加载并使用 `通用-输出B站版`。关键词：AI科幻B站版、B站、视听化、讨论感。'","'要把哪一章AI科幻改成 B站 版？默认按“保数据链、视听化异常与年轻读者可读性，不写成解说稿”处理。'","false","False","0","0","0","False","","0","4","分节级补救映射与详细规则回填.md;平台研究补充.md;题材边界与来源.md;执行细则与题材补丁.md","False","0","False","True","True","False"
"AI科幻\.github\skills\AI科幻-输出GoodNovel版\SKILL.md","GenreWrapper","AI科幻-输出GoodNovel版","65","8","AI科幻-输出GoodNovel版","'用于【AI科幻】题材下的 GoodNovel 平台输出任务。作为题材包装层、兼容入口与路由层，负责保留AI科幻入口、补充关系张力与现实调查边界，并明确要求优先强制加载并使用 `通用-输出GoodNovel版`。关键词：AI科幻GoodNovel版、英文平台、关系张力、调查悬疑。'","'要把哪一章AI科幻改成 GoodNovel 版？默认按“保调查压力、人物拉扯与英文情绪张力”处理。'","false","False","0","0","0","False","","0","4","分节级补救映射与详细规则回填.md;平台研究补充.md;题材边界与来源.md;执行细则与题材补丁.md","False","0","False","True","True","False"
"AI科幻\.github\skills\AI科幻-输出My Fiction版\SKILL.md","GenreWrapper","AI科幻-输出My Fiction版","65","8","AI科幻-输出My Fiction版","'用于【AI科幻】题材下的 My Fiction 平台输出任务。作为题材包装层、兼容入口与路由层，负责保留AI科幻入口、补充关系黏性与调查驱动边界，并明确要求优先强制加载并使用 `通用-输出My Fiction版`。关键词：AI科幻My Fiction版、英文追更、关系张力。'","'要把哪一章AI科幻改成 My Fiction 版？默认按“保系统危机推进、关系拉力与英文追更感”处理。'","false","False","0","0","0","False","","0","4","分节级补救映射与详细规则回填.md;平台研究补充.md;题材边界与来源.md;执行细则与题材补丁.md","False","0","False","True","True","False"
"AI科幻\.github\skills\AI科幻-输出WebNovel版\SKILL.md","GenreWrapper","AI科幻-输出WebNovel版","66","8","AI科幻-输出WebNovel版","'用于【AI科幻】题材下的 WebNovel 平台输出任务。作为题材包装层、兼容入口与路由层，负责保留AI科幻入口、补充追踪逻辑与跨文化可读边界，并明确要求优先强制加载并使用 `通用-输出WebNovel版`。关键词：AI科幻WebNovel版、跨文化悬疑、英文连载。'","'要把哪一章AI科幻改成 WebNovel 版？默认按“保推理链、压迫感与跨文化可读性”处理。'","false","False","0","0","0","False","","0","4","分节级补救映射与详细规则回填.md;平台研究补充.md;题材边界与来源.md;执行细则与题材补丁.md","False","0","False","True","True","False"
"AI科幻\.github\skills\AI科幻-输出七猫版\SKILL.md","GenreWrapper","AI科幻-输出七猫版","67","8","AI科幻-输出七猫版","'用于【AI科幻】题材下的七猫平台输出任务。作为题材包装层、兼容入口与路由层，负责保留AI科幻入口、补充直白短叙、普通人共情、生活化悬念与章末翻页边界，并明确要求优先强制加载并使用 `通用-输出七猫版`。关键词：AI科幻七猫版、七猫、直给反馈、追读。'","'要把哪一章AI科幻改成七猫版？默认按“保技术事件链、普通人软肋与强反馈，不写成空爽文”处理。'","false","False","0","0","0","False","","0","4","分节级补救映射与详细规则回填.md;平台研究补充.md;题材边界与来源.md;执行细则与题材补丁.md","False","0","False","True","True","False"
"AI科幻\.github\skills\AI科幻-输出今日头条版\SKILL.md","GenreWrapper","AI科幻-输出今日头条版","131","14","AI科幻-输出今日头条版","'用于【AI科幻】题材下的今日头条平台输出任务。作为题材包装层、兼容入口与路由层，负责保留AI科幻入口、补充技术事件反转与互动驱动边界，并明确要求优先强制加载并使用 `通用-输出今日头条版`。关键词：AI科幻今日头条版、今日头条平台、开篇钩子、互动驱动、规则怪谈、中式悬疑。'","'要把哪一章AI科幻改成今日头条版？默认按""开篇钩子密集 + 强情节推进 + 互动驱动 + 技术事件反转""处理。'","false","False","0","0","0","False","","0","2","题材边界与来源.md;执行细则与题材补丁.md","False","0","False","True","True","False"
"AI科幻\.github\skills\AI科幻-输出出版社版\SKILL.md","GenreWrapper","AI科幻-输出出版社版","65","8","AI科幻-输出出版社版","'用于【AI科幻】题材下的出版社平台输出任务。作为题材包装层、兼容入口与路由层，负责保留AI科幻入口、补充出版审读友好度与现实调查质感边界，并明确要求优先强制加载并使用 `通用-输出出版社版`。关键词：AI科幻出版社版、传统出版、审稿友好、现实调查。'","'要把哪一章AI科幻改成出版社版？默认按“保现实调查厚度、数据链与审读友好度”处理。'","false","False","0","0","0","False","","0","4","分节级补救映射与详细规则回填.md;平台研究补充.md;题材边界与来源.md;执行细则与题材补丁.md","False","0","False","True","True","False"
"AI科幻\.github\skills\AI科幻-输出小红书版\SKILL.md","GenreWrapper","AI科幻-输出小红书版","67","8","AI科幻-输出小红书版","'用于【AI科幻】题材下的小红书平台输出任务。作为题材包装层、兼容入口与路由层，负责保留AI科幻入口、补充体感异常、凡人共情、移动端吸附与可分享感官瞬间边界，并明确要求优先强制加载并使用 `通用-输出小红书版`。关键词：AI科幻小红书版、小红书、体感、共情。'","'要把哪一章AI科幻改成小红书版？默认按“保技术事件链、体感异常与凡人共情，不写成笔记腔”处理。'","false","False","0","0","0","False","","0","4","分节级补救映射与详细规则回填.md;平台研究补充.md;题材边界与来源.md;执行细则与题材补丁.md","False","0","False","True","True","False"
"AI科幻\.github\skills\AI科幻-输出微信订阅号版\SKILL.md","GenreWrapper","AI科幻-输出微信订阅号版","65","8","AI科幻-输出微信订阅号版","'用于【AI科幻】题材下的微信订阅号平台输出任务。作为题材包装层、兼容入口与路由层，负责保留AI科幻入口、补充连续追更与社交传播边界，并明确要求优先强制加载并使用 `通用-输出微信订阅号版`。关键词：AI科幻微信订阅号版、公众号连载、微钩子、持续关注。'","'要把哪一章AI科幻改成微信订阅号版？默认按“保连续追更动力、数据痕迹进与社交传播顺滑度”处理。'","false","False","0","0","0","False","","0","4","分节级补救映射与详细规则回填.md;平台研究补充.md;题材边界与来源.md;执行细则与题材补丁.md","False","0","False","True","True","False"
"AI科幻\.github\skills\AI科幻-输出新浪微博版\SKILL.md","GenreWrapper","AI科幻-输出新浪微博版","67","8","AI科幻-输出新浪微博版","'用于【AI科幻】题材下的新浪微博平台输出任务。作为题材包装层、兼容入口与路由层，负责保留AI科幻入口、补充短促抓点、话题切口、评论驱动、技术议题锚定与数据链边界，并明确要求优先强制加载并使用 `通用-输出新浪微博版`。关键词：AI科幻新浪微博版、微博、话题切口、评论驱动。'","'要把哪一章AI科幻改成新浪微博版？默认按“保技术事件链、技术议题与传播切口，不写成评论帖”处理。'","false","False","0","0","0","False","","0","4","分节级补救映射与详细规则回填.md;平台研究补充.md;题材边界与来源.md;执行细则与题材补丁.md","False","0","False","True","True","False"
"AI科幻\.github\skills\AI科幻-输出番茄版\SKILL.md","GenreWrapper","AI科幻-输出番茄版","66","8","AI科幻-输出番茄版","'用于【AI科幻】题材下的番茄平台输出任务。作为题材包装层、兼容入口与路由层，负责保留AI科幻入口、补充数据链与压迫感边界，并明确要求优先强制加载并使用 `通用-输出番茄版`。关键词：AI科幻番茄版、番茄平台、强钩子、免费阅读。'","'要把哪一章AI科幻改成番茄版？默认按“保技术事件链、压迫感与章末硬钩子，强化追读节奏”处理。'","false","False","0","0","0","False","","0","4","分节级补救映射与详细规则回填.md;平台研究补充.md;题材边界与来源.md;执行细则与题材补丁.md","False","0","False","True","True","False"
"AI科幻\.github\skills\AI科幻-输出百度百家号版\SKILL.md","GenreWrapper","AI科幻-输出百度百家号版","67","8","AI科幻-输出百度百家号版","'用于【AI科幻】题材下的百度百家号平台输出任务。作为题材包装层、兼容入口与路由层，负责保留AI科幻入口、补充冷峻写实、信息抓力、搜索友好、日常物件线索化与顺滑扫读边界，并明确要求优先强制加载并使用 `通用-输出百度百家号版`。关键词：AI科幻百度百家号版、百家号、信息抓力、现实共鸣。'","'要把哪一章AI科幻改成百度百家号版？默认按“保技术事件链、现实技术线索与信息抓力，不写成资讯稿”处理。'","false","False","0","0","0","False","","0","4","分节级补救映射与详细规则回填.md;平台研究补充.md;题材边界与来源.md;执行细则与题材补丁.md","False","0","False","True","True","False"
"AI科幻\.github\skills\AI科幻-输出知乎版\SKILL.md","GenreWrapper","AI科幻-输出知乎版","66","8","AI科幻-输出知乎版","'用于【AI科幻】题材下的知乎平台输出任务。作为题材包装层、兼容入口与路由层，负责保留AI科幻入口、补充追踪逻辑与技术压迫感边界，并明确要求优先强制加载并使用 `通用-输出知乎版`。关键词：AI科幻知乎版、知乎盐选、逻辑链、讨论感。'","'要把哪一章AI科幻改成知乎版？默认按“保追踪逻辑、保数据链、强化讨论感与技术质感”处理。'","false","False","0","0","0","False","","0","4","分节级补救映射与详细规则回填.md;平台研究补充.md;题材边界与来源.md;执行细则与题材补丁.md","False","0","False","True","True","False"
